YYYYMM,ACCOUNT_ID,ACCOUNT_TYPE,ACCOUNT_BALANCE_NEW
202512,A00530,saving,27568.84
202512,A00531,investment,384445.5
202512,A00532,investment,662736.61
202512,A00533,investment,494209.06
202512,A00534,chequing,12182.87
202512,A00535,investment,356661.96
202512,A00536,chequing,0
202512,A00537,investment,0
202512,A00538,chequing,9458.7
202512,A00539,investment,562307.56
202512,A00540,chequing,7435.61
202512,A00541,card,-1345.11
202512,A00542,investment,774616.78
202512,A00543,lending,24400.62
202512,A00544,chequing,0
202512,A00545,investment,612790.07
202512,A00546,investment,793582.47
202512,A00547,investment,58558.02
202512,A00548,saving,6225.84
202512,A00549,chequing,16941.9
202512,A00550,investment,714769.59
202512,A00551,investment,927531.91
202512,A00552,investment,641544.16
202512,A00553,mortgage,119950
202512,A00554,investment,0
202512,A00555,investment,939411.99
202512,A00556,investment,0
202512,A00557,card,-66.37
202512,A00558,mortgage,374870.18
202512,A00559,investment,967793.12
202512,A00560,chequing,4435.67
202512,A00561,investment,0
202512,A00562,investment,690504.07
202512,A00563,investment,521348.21
202512,A00564,investment,308410.73
202512,A00565,investment,760116.7
202512,A00566,saving,0
202512,A00567,investment,265279.11
202512,A00568,chequing,6118.19
202512,A00569,investment,99613.57
202512,A00570,lending,22454.59
202512,A00571,chequing,7220.17
202512,A00572,mortgage,103631.32
202512,A00573,investment,0
202512,A00574,saving,0
202512,A00575,investment,0
202512,A00576,lending,31914.11
202512,A00577,chequing,0
202512,A00578,mortgage,207590.79
202512,A00579,investment,471438.25
202512,A00580,lending,19660.46
202512,A00581,investment,0
202512,A00582,investment,194941.95
202512,A00583,lending,48569.6
202512,A00584,investment,424162.44
202512,A00585,chequing,15360.41
202512,A00586,lending,19681.07
202512,A00587,chequing,6061.3
202512,A00588,chequing,8708.11
202512,A00589,mortgage,64353.69
202512,A00590,investment,72431.32
202512,A00591,investment,94544.48
202512,A00592,investment,661957.7
202512,A00593,investment,107304.09
202512,A00594,investment,930764.38
202512,A00595,investment,70948.92
202512,A00596,investment,548779.31
202512,A00597,mortgage,189746.36
202512,A00598,investment,48904.61
202512,A00599,investment,546541.05
202512,A00600,chequing,12262.84
202512,A00601,chequing,17711.93
202512,A00602,saving,18589.52
202512,A00603,investment,59944.19
202512,A00604,investment,96532.67
202512,A00605,chequing,6840.91
202512,A00606,chequing,19310.52
202512,A00607,investment,871249.96
202512,A00608,investment,85960.59
202512,A00609,mortgage,336675.6
202512,A00610,chequing,3895.71
202512,A00611,investment,652211.62
202512,A00612,investment,0
202512,A00613,lending,17453.66
202512,A00614,lending,1544.11
202512,A00615,investment,854509.12
202512,A00616,investment,798777.39
202512,A00617,chequing,8313.24
202512,A00618,chequing,0
202512,A00619,lending,20691.12
202512,A00620,investment,417348.98
202512,A00621,chequing,720.22
202512,A00622,saving,11918.62
202512,A00623,saving,1209.53
202512,A00624,mortgage,108466.7
202512,A00625,chequing,396.91
202512,A00626,saving,26727.85
202512,A00627,lending,6619.4
202512,A00628,lending,30179.06
202512,A00629,chequing,713.49
202512,A00630,investment,809100.16
202512,A00631,investment,559182.95
202512,A00632,mortgage,77526.21
202512,A00633,saving,20682.52
202512,A00634,saving,15890.78
202512,A00635,card,-133.8
202512,A00636,investment,447726
202512,A00637,investment,760760.93
202512,A00638,chequing,9525.31
202512,A00639,card,-740.31
202512,A00640,investment,3000.6
202512,A00641,investment,554830.91
202512,A00642,card,-662.56
202512,A00643,investment,288702.69
202512,A00644,lending,9426.65
202512,A00645,investment,0
202512,A00646,investment,76167.66
202512,A00647,card,0
202512,A00648,chequing,3131.63
202512,A00649,investment,13452.77
202512,A00650,card,-4593.72
202512,A00651,investment,816655.87
202512,A00652,chequing,0
202512,A00653,chequing,8876.85
202512,A00654,investment,964361.64
202512,A00655,card,-3612.81
202512,A00656,card,-3774.12
202512,A00657,lending,6926.49
202512,A00658,chequing,7108.08
202512,A00659,chequing,13694.44
202512,A00660,saving,42357.49
202512,A00661,investment,0
202512,A00662,investment,0
202512,A00663,lending,0
202512,A00664,saving,19468.66
202512,A00665,lending,39498.75
202512,A00666,lending,0
202512,A00667,lending,18851.95
202512,A00668,chequing,0
202512,A00669,mortgage,128231.29
202512,A00670,investment,76180.46
202512,A00671,lending,49931.4
202512,A00672,chequing,5699.47
202512,A00673,investment,926962.86
202512,A00674,investment,377218.66
202512,A00675,investment,93531.06
202512,A00676,investment,25140.13
202512,A00677,investment,952225.72
202512,A00678,investment,960370.1
202512,A00679,saving,33929.93
202512,A00680,investment,0
202512,A00681,investment,39514.02
202512,A00682,saving,26709.19
202512,A00683,saving,0
202512,A00684,investment,904924.17
202512,A00685,investment,808551.85
202512,A00686,investment,899463.97
202512,A00687,chequing,2488.68
202512,A00688,mortgage,182779.32
202512,A00689,investment,657436.54
202512,A00690,saving,18518.57
202512,A00691,investment,0
202512,A00692,investment,781059.65
202512,A00693,chequing,5549.47
202512,A00694,investment,92510.15
202512,A00695,lending,22159.47
202512,A00696,saving,9237.1
202512,A00697,mortgage,283666.74
202512,A00698,lending,1033.83
202512,A00699,chequing,8874.99
202512,A00700,chequing,19273
202512,A00701,lending,35181.89
202512,A00702,mortgage,100404.13
202512,A00703,investment,623885.23
202512,A00704,saving,15024.76
202512,A00705,mortgage,318785.06
202512,A00706,investment,0
202512,A00707,investment,341221.81
202512,A00708,investment,328511.62
202512,A00709,investment,463738.74
202512,A00710,chequing,9776.05
202512,A00711,saving,18599.44
202512,A00712,lending,0
202512,A00713,chequing,6811.69
202512,A00714,mortgage,477593.54
202512,A00715,investment,0
202512,A00716,investment,886440.71
202512,A00717,saving,1014.84
202512,A00718,card,-2774.79
202512,A00719,card,-4445.17
202512,A00720,chequing,997.86
202512,A00721,chequing,0
202512,A00722,chequing,7833.49
202512,A00723,chequing,14693.35
202512,A00724,saving,6480.95
202512,A00725,saving,14543.64
202512,A00726,chequing,8451.56
202512,A00727,saving,23942.87
202512,A00728,saving,0
202512,A00729,chequing,8845.69
202512,A00730,investment,593142.86
202512,A00731,chequing,9324.49
202512,A00732,lending,27160.2
202512,A00733,chequing,2392.44
202512,A00734,investment,445465.27
202512,A00735,investment,0
202512,A00736,card,-3546.05
202512,A00737,investment,546871.67
202512,A00738,investment,424894.81
202512,A00739,investment,325060.94
202512,A00740,lending,10743.59
202512,A00741,investment,459716.74
202512,A00742,saving,26823.24
202512,A00743,investment,364969.17
202512,A00744,investment,8978.25
202512,A00745,lending,42048.2
202512,A00746,investment,17687.3
202512,A00747,investment,935098.39
202512,A00748,saving,19919.72
202512,A00749,card,-1728.28
202512,A00750,investment,623577.6
202512,A00751,investment,361607.05
202512,A00752,chequing,19991.43
202512,A00753,investment,497441.93
202512,A00754,investment,744655.98
202512,A00755,chequing,7312.29
202512,A00756,investment,417463.31
202512,A00757,lending,13997.25
202512,A00758,saving,10983.42
202512,A00759,card,-1818.16
202512,A00760,investment,680504.2
202512,A00761,investment,502609.37
202512,A00762,saving,2739.65
202512,A00763,investment,877966.23
202512,A00764,investment,80224.36
202512,A00765,card,-3055.51
202512,A00766,card,-1605.09
202512,A00767,mortgage,0
202512,A00768,mortgage,269833.07
202512,A00769,chequing,1692.47
202512,A00770,investment,61896.45
202512,A00771,chequing,0
202512,A00772,investment,16172.24
202512,A00773,card,-1965.82
202512,A00774,card,-2715.63
202512,A00775,investment,501540.83
202512,A00776,investment,826378.75
202512,A00777,saving,11432.66
202512,A00778,investment,0
202512,A00779,investment,862756.14
202512,A00780,saving,12294.77
202512,A00781,mortgage,223076.44
202512,A00782,saving,44980.95
202512,A00783,card,-117.71
202512,A00784,lending,21691.99
202512,A00785,investment,987347.32
202512,A00786,mortgage,99002.7
202512,A00787,saving,900.22
202512,A00788,mortgage,398353.23
202512,A00789,lending,24945.54
202512,A00790,card,-671.63
202512,A00791,lending,0
202512,A00792,saving,43902.35
202512,A00793,chequing,0
202512,A00794,investment,800118.09
202512,A00795,investment,265231.96
202512,A00796,investment,695653.15
202512,A00797,investment,0
202512,A00798,card,-412.96
202512,A00799,investment,860092.91
202512,A00800,investment,377728.64
202512,A00801,chequing,7145.87
202512,A00802,investment,685839.98
202512,A00803,chequing,6920.85
202512,A00804,saving,10828.86
202512,A00805,saving,8088.58
202512,A00806,investment,677137.85
202512,A00807,saving,0
202512,A00808,saving,3265.82
202512,A00809,saving,9539.18
202512,A00810,investment,0
202512,A00811,investment,447500.48
202512,A00812,mortgage,259086.13
202512,A00813,lending,18877.53
202512,A00814,investment,367538.43
202512,A00815,investment,631703.21
202512,A00816,chequing,17633.62
202512,A00817,investment,93127.6
202512,A00818,investment,446677.9
202512,A00819,saving,14988.71
202512,A00820,investment,694748.78
202512,A00821,investment,0
202512,A00822,card,-986.8
202512,A00823,mortgage,300673.79
202512,A00824,investment,753981.42
202512,A00825,investment,0
202512,A00826,card,-269.63
202512,A00827,card,-759.32
202512,A00828,chequing,9680.38
202512,A00829,investment,643482.1
202512,A00830,card,-2603.61
202512,A00831,saving,18018.63
202512,A00832,card,-4886.68
202512,A00833,investment,0
202512,A00834,investment,688510.64
202512,A00835,investment,123901.7
202512,A00836,investment,282482.33
202512,A00837,investment,28139.59
202512,A00838,investment,696484.35
202512,A00839,investment,215845.77
202512,A00840,chequing,4774.87
202512,A00841,investment,359952.44
202512,A00842,investment,737325.22
202512,A00843,investment,817769.61
202512,A00844,chequing,11731.03
202512,A00845,chequing,18530.32
202512,A00846,investment,588394.17
202512,A00847,investment,936637.14
202512,A00848,saving,3975.73
202512,A00849,mortgage,425133.32
202512,A00850,investment,25201.9
202512,A00851,investment,333973.87
202512,A00852,card,-1101.2
202512,A00853,mortgage,55505.76
202512,A00854,investment,457680.52
202512,A00855,investment,220099.18
202512,A00856,investment,829095.17
202512,A00857,investment,956528.54
202512,A00858,investment,150283.67
202512,A00859,investment,978229.45
202512,A00860,card,-2531.1
202512,A00861,investment,94834.79
202512,A00862,investment,46034.08
202512,A00863,mortgage,160900.31
202512,A00864,chequing,7553.52
202512,A00865,chequing,9150.5
202512,A00866,investment,338692.25
202512,A00867,investment,0
202512,A00868,saving,16999.1
202512,A00869,mortgage,0
202512,A00870,saving,31460.95
202512,A00871,lending,35542.41
202512,A00872,saving,15188.26
202512,A00873,saving,46477.81
202512,A00874,saving,37138.17
202512,A00875,investment,61083.18
202512,A00876,investment,200617.98
202512,A00877,card,0
202512,A00878,saving,10288.9
202512,A00879,chequing,15973.47
202512,A00880,mortgage,121213.05
202512,A00881,investment,131557.45
202512,A00882,saving,8672.25
202512,A00883,saving,0
202512,A00884,card,-4406.91
202512,A00885,investment,490601.89
202512,A00886,mortgage,488741.21
202512,A00887,investment,507506.13
202512,A00888,saving,37351.24
202512,A00889,investment,846921.85
202512,A00890,investment,905997.06
202512,A00891,investment,938548.36
202512,A00892,lending,37529.73
202512,A00893,saving,42442.12
202512,A00894,investment,546012.11
202512,A00895,chequing,7963.89
202512,A00896,saving,3102.08
202512,A00897,saving,17462.45
202512,A00898,chequing,13348.93
202512,A00899,lending,35509.08
202512,A00900,investment,557984.94
202512,A00901,saving,18003.88
202512,A00902,card,-2089.68
202512,A00903,investment,825883.62
202512,A00904,chequing,7018.15
202512,A00905,card,-1601.94
202512,A00906,chequing,5075.55
202512,A00907,card,-440.83
202512,A00908,investment,772272.25
202512,A00909,chequing,6502.67
202512,A00910,mortgage,156335.72
202512,A00911,investment,872087.8
202512,A00912,chequing,18942.37
202512,A00913,lending,46474.5
202512,A00914,lending,12863.55
202512,A00915,investment,269516.15
202512,A00916,saving,14816.04
202512,A00917,investment,488870.04
202512,A00918,chequing,5405.58
202512,A00919,investment,0
202512,A00920,lending,30193.17
202512,A00921,saving,48013.42
202512,A00922,investment,8085.71
202512,A00923,mortgage,68711.53
202512,A00924,lending,38390.3
202512,A00925,mortgage,478986.83
202512,A00926,investment,0
202512,A00927,saving,22490.36
202512,A00928,saving,9505.87
202512,A00929,chequing,7901.32
202512,A00930,investment,311143.05
