YYYYMM,ACCOUNT_ID,CLIENT_ID
202512,A00061,C06046
202512,A00062,C02635
202512,A00063,C02050
202512,A00063,C03773
202512,A00064,C08948
202512,A00064,C04474
202512,A00064,C07197
202512,A00065,C08500
202512,A00066,C02264
202512,A00067,C03098
202512,A00067,C00682
202512,A00068,C09959
202512,A00069,C09622
202512,A00069,C09655
202512,A00070,C00175
202512,A00070,C09526
202512,A00071,C09380
202512,A00072,C06138
202512,A00072,C09228
202512,A00072,C04278
202512,A00073,C05605
202512,A00073,C07307
202512,A00073,C03895
202512,A00074,C07992
202512,A00074,C02145
202512,A00074,C06243
202512,A00075,C02695
202512,A00075,C01211
202512,A00076,C04055
202512,A00076,C01024
202512,A00076,C05342
202512,A00077,C02626
202512,A00078,C09619
202512,A00078,C02388
202512,A00079,C02885
202512,A00079,C01471
202512,A00079,C00011
202512,A00080,C06759
202512,A00080,C01646
202512,A00080,C07810
202512,A00081,C04993
202512,A00081,C05025
202512,A00081,C04473
202512,A00082,C08477
202512,A00082,C01745
202512,A00083,C09457
202512,A00083,C07167
202512,A00084,C01100
202512,A00084,C01871
202512,A00085,C07735
202512,A00085,C06992
202512,A00085,C08974
202512,A00086,C05948
202512,A00086,C09377
202512,A00087,C00032
202512,A00087,C02303
202512,A00087,C01425
202512,A00088,C03501
202512,A00089,C03497
202512,A00089,C00155
202512,A00089,C08800
202512,A00090,C05714
202512,A00090,C04447
202512,A00091,C01685
202512,A00091,C06060
202512,A00092,C05582
202512,A00092,C06157
202512,A00093,C04324
202512,A00094,C00200
202512,A00095,C09537
202512,A00095,C03445
202512,A00096,C01523
202512,A00096,C03781
202512,A00097,C09268
202512,A00097,C08577
202512,A00097,C03498
202512,A00098,C06922
202512,A00098,C01359
202512,A00099,C09320
202512,A00099,C05053
202512,A00100,C09135
202512,A00100,C08263
202512,A00101,C03773
202512,A00102,C05392
202512,A00102,C07049
202512,A00103,C00614
202512,A00103,C05935
202512,A00104,C02149
202512,A00104,C03596
202512,A00105,C06444
202512,A00106,C06878
202512,A00106,C05007
202512,A00107,C01423
202512,A00107,C01235
202512,A00108,C02131
202512,A00109,C06884
202512,A00110,C07284
202512,A00111,C02296
202512,A00111,C09732
202512,A00112,C08898
202512,A00113,C06302
202512,A00114,C06079
202512,A00115,C06405
202512,A00115,C01059
202512,A00116,C09138
202512,A00116,C08652
202512,A00117,C00639
202512,A00117,C09528
202512,A00117,C04883
202512,A00118,C00429
202512,A00119,C04574
202512,A00120,C06905
202512,A00120,C01901
202512,A00121,C00383
202512,A00122,C04534
202512,A00123,C08657
202512,A00123,C00552
202512,A00123,C00861
202512,A00124,C01660
202512,A00125,C08037
202512,A00125,C04015
202512,A00126,C05023
202512,A00127,C03095
202512,A00127,C00005
202512,A00127,C02898
202512,A00128,C00833
202512,A00128,C07520
202512,A00129,C06464
202512,A00130,C02285
202512,A00130,C09379
202512,A00130,C00838
202512,A00131,C04761
202512,A00132,C02943
202512,A00132,C00879
202512,A00133,C05472
202512,A00133,C08867
202512,A00133,C03006
202512,A00134,C02877
202512,A00135,C04532
202512,A00136,C06183
202512,A00136,C08442
202512,A00137,C07467
202512,A00137,C07297
202512,A00138,C03340
202512,A00139,C00104
202512,A00140,C06166
202512,A00140,C01388
202512,A00141,C05448
202512,A00142,C03806
202512,A00143,C02778
202512,A00144,C07448
202512,A00145,C00113
202512,A00146,C06115
202512,A00146,C06396
202512,A00147,C08925
202512,A00147,C02550
202512,A00148,C05559
202512,A00148,C02754
202512,A00149,C02608
202512,A00149,C05641
202512,A00149,C04470
202512,A00150,C05522
202512,A00151,C02069
202512,A00151,C08786
202512,A00151,C08681
202512,A00152,C06578
202512,A00152,C06632
202512,A00153,C08688
202512,A00153,C01501
202512,A00154,C00967
202512,A00154,C08960
202512,A00155,C07072
202512,A00155,C07536
202512,A00156,C07663
202512,A00157,C00187
202512,A00158,C08041
202512,A00158,C04491
202512,A00158,C09936
202512,A00159,C08609
202512,A00160,C06504
202512,A00160,C01458
202512,A00160,C06192
202512,A00161,C07427
202512,A00161,C06620
202512,A00162,C03894
202512,A00163,C04256
202512,A00163,C08524
202512,A00164,C02757
202512,A00165,C06127
202512,A00166,C09050
202512,A00166,C04835
202512,A00166,C04564
202512,A00167,C08536
202512,A00167,C08703
202512,A00168,C06521
202512,A00169,C06950
202512,A00169,C08069
202512,A00169,C07390
202512,A00170,C08014
202512,A00170,C07801
202512,A00170,C05471
202512,A00171,C03559
202512,A00171,C03845
202512,A00171,C09225
202512,A00172,C05594
202512,A00173,C07076
202512,A00174,C09624
202512,A00175,C04749
202512,A00175,C02338
202512,A00176,C01041
202512,A00177,C05171
202512,A00177,C02084
202512,A00178,C09614
202512,A00178,C01656
202512,A00179,C06217
202512,A00180,C09418
202512,A00181,C02430
202512,A00181,C00163
202512,A00182,C06053
202512,A00183,C05515
202512,A00183,C04298
202512,A00183,C05778
202512,A00184,C03567
202512,A00185,C00910
202512,A00185,C04367
202512,A00186,C04599
202512,A00187,C07230
202512,A00187,C09929
202512,A00187,C05525
202512,A00188,C02732
202512,A00188,C05619
202512,A00189,C03563
202512,A00189,C06775
202512,A00189,C06528
202512,A00190,C08384
202512,A00191,C00172
202512,A00191,C03026
202512,A00192,C03339
202512,A00192,C06555
202512,A00192,C05455
202512,A00193,C05723
202512,A00194,C06083
202512,A00194,C08965
202512,A00195,C09958
202512,A00196,C07873
202512,A00197,C02935
202512,A00198,C00978
202512,A00198,C03337
202512,A00198,C06334
202512,A00199,C09454
202512,A00200,C04913
202512,A00200,C09369
202512,A00201,C03719
202512,A00201,C00192
202512,A00202,C02241
202512,A00202,C01217
202512,A00203,C09295
202512,A00204,C02360
202512,A00204,C02390
202512,A00205,C00422
202512,A00205,C04562
202512,A00206,C07433
202512,A00207,C09840
202512,A00207,C05579
202512,A00208,C06141
202512,A00209,C01480
202512,A00210,C06685
202512,A00210,C00925
202512,A00210,C09711
202512,A00211,C08910
202512,A00211,C08315
202512,A00211,C00239
202512,A00212,C00998
202512,A00212,C08647
202512,A00213,C09405
202512,A00214,C04722
202512,A00215,C05490
202512,A00216,C09646
202512,A00216,C00384
202512,A00217,C03550
202512,A00218,C04102
202512,A00218,C07633
202512,A00219,C09077
202512,A00219,C05268
202512,A00220,C08758
202512,A00220,C08623
202512,A00221,C06860
202512,A00221,C07350
202512,A00222,C03548
202512,A00222,C08377
202512,A00222,C09008
202512,A00223,C06477
202512,A00224,C00541
202512,A00225,C03248
202512,A00225,C03000
202512,A00226,C02265
202512,A00226,C06647
202512,A00227,C01089
202512,A00227,C03240
202512,A00228,C07120
202512,A00229,C00260
202512,A00230,C06271
202512,A00230,C03893
202512,A00230,C03739
202512,A00231,C03452
202512,A00231,C08263
202512,A00232,C06819
202512,A00233,C04314
202512,A00233,C00653
202512,A00233,C01531
202512,A00234,C07950
202512,A00235,C01167
202512,A00236,C09352
202512,A00237,C09515
202512,A00237,C03056
202512,A00238,C09439
202512,A00238,C03877
202512,A00239,C08458
202512,A00240,C00958
202512,A00241,C04959
202512,A00241,C06550
202512,A00241,C00971
202512,A00242,C04718
202512,A00242,C06344
202512,A00243,C08157
202512,A00243,C06671
202512,A00244,C06167
202512,A00244,C00794
202512,A00244,C06018
202512,A00245,C01631
202512,A00245,C07168
202512,A00246,C07206
202512,A00246,C03390
202512,A00246,C09849
202512,A00247,C07127
202512,A00248,C04132
202512,A00249,C01872
202512,A00249,C06387
202512,A00250,C06011
202512,A00250,C01565
202512,A00251,C03915
202512,A00251,C08704
202512,A00252,C04268
202512,A00253,C07807
202512,A00253,C03191
202512,A00254,C03696
202512,A00254,C01898
202512,A00254,C04661
202512,A00255,C00071
202512,A00256,C01613
202512,A00257,C08257
202512,A00257,C04012
202512,A00257,C07538
202512,A00258,C04808
202512,A00258,C07383
202512,A00259,C01340
202512,A00259,C07712
202512,A00260,C02281
202512,A00260,C02261
202512,A00261,C08386
202512,A00262,C05506
202512,A00262,C09171
202512,A00263,C04567
202512,A00264,C07021
202512,A00265,C00085
202512,A00265,C08100
202512,A00266,C02956
202512,A00266,C04767
202512,A00267,C09546
202512,A00268,C05796
202512,A00269,C06072
202512,A00269,C03833
202512,A00269,C01060
202512,A00270,C05931
202512,A00270,C07889
202512,A00271,C07680
202512,A00271,C03290
202512,A00272,C02876
202512,A00272,C00269
202512,A00272,C02252
202512,A00273,C07558
202512,A00273,C04014
202512,A00273,C04542
202512,A00274,C01173
202512,A00274,C09819
202512,A00275,C02653
202512,A00276,C01961
202512,A00276,C02358
202512,A00277,C04384
202512,A00278,C08822
202512,A00279,C05048
202512,A00280,C07734
202512,A00280,C04301
202512,A00281,C07696
202512,A00282,C06286
202512,A00283,C02963
202512,A00284,C04574
202512,A00284,C04995
202512,A00285,C06609
202512,A00286,C04334
202512,A00287,C08937
202512,A00287,C08995
202512,A00288,C07841
202512,A00289,C00987
202512,A00290,C01657
202512,A00291,C06785
202512,A00291,C09327
202512,A00291,C01683
202512,A00292,C03266
202512,A00292,C07126
202512,A00292,C08143
202512,A00293,C07042
202512,A00294,C03632
202512,A00295,C01866
202512,A00295,C09508
202512,A00296,C03372
202512,A00297,C06820
202512,A00297,C02028
202512,A00297,C04512
202512,A00298,C02073
202512,A00299,C06611
202512,A00299,C07408
202512,A00300,C06981
202512,A00300,C03605
202512,A00301,C02860
202512,A00302,C03881
202512,A00302,C02430
202512,A00303,C07274
202512,A00303,C02663
202512,A00304,C02586
202512,A00305,C09066
202512,A00305,C01975
202512,A00306,C03114
202512,A00306,C00631
202512,A00307,C09746
202512,A00307,C04706
202512,A00307,C02511
202512,A00308,C05609
202512,A00308,C00888
202512,A00309,C06505
202512,A00309,C09559
202512,A00310,C01778
202512,A00310,C07194
202512,A00311,C02840
202512,A00312,C00854
202512,A00312,C07052
202512,A00313,C02758
202512,A00313,C03631
202512,A00314,C09982
202512,A00315,C00728
202512,A00316,C07291
202512,A00316,C03366
202512,A00317,C06962
202512,A00317,C00801
202512,A00317,C00689
202512,A00318,C05969
202512,A00318,C07683
202512,A00319,C09427
202512,A00319,C01268
202512,A00319,C03845
202512,A00320,C09709
202512,A00321,C01501
202512,A00321,C06886
202512,A00322,C06004
202512,A00323,C01695
202512,A00324,C09122
202512,A00325,C03142
202512,A00325,C04500
202512,A00326,C00106
202512,A00327,C09924
202512,A00327,C03689
202512,A00327,C03835
202512,A00328,C04128
202512,A00328,C01913
202512,A00329,C07990
202512,A00330,C03473
202512,A00330,C05774
202512,A00330,C07929
202512,A00331,C04189
202512,A00332,C00515
202512,A00333,C08241
202512,A00334,C05775
202512,A00334,C01532
202512,A00335,C00306
202512,A00335,C08632
202512,A00336,C06241
202512,A00337,C01481
202512,A00338,C08282
202512,A00339,C06872
202512,A00339,C08208
202512,A00339,C09545
202512,A00340,C06414
202512,A00340,C08271
202512,A00341,C09550
202512,A00341,C07656
202512,A00341,C08675
202512,A00342,C07084
202512,A00342,C03834
202512,A00343,C06795
202512,A00343,C05197
202512,A00344,C08565
202512,A00345,C04544
202512,A00345,C04407
202512,A00346,C09210
202512,A00346,C05124
202512,A00346,C03369
202512,A00347,C02952
202512,A00347,C01280
202512,A00347,C08440
202512,A00348,C02013
202512,A00349,C01382
202512,A00349,C07892
202512,A00350,C06441
202512,A00350,C08719
202512,A00350,C05179
202512,A00351,C05883
202512,A00352,C08921
202512,A00353,C01582
202512,A00354,C04942
202512,A00354,C03639
202512,A00354,C07890
202512,A00355,C05660
202512,A00355,C09332
202512,A00355,C09691
202512,A00356,C04977
202512,A00356,C08104
202512,A00357,C02360
202512,A00358,C03709
202512,A00359,C09311
202512,A00359,C04951
202512,A00359,C08482
202512,A00360,C00164
202512,A00360,C08870
202512,A00361,C09048
202512,A00361,C08554
202512,A00362,C01240
202512,A00362,C06979
202512,A00363,C09286
202512,A00364,C06597
202512,A00365,C08873
202512,A00365,C01728
202512,A00366,C09398
202512,A00366,C01350
202512,A00366,C01601
202512,A00367,C04557
202512,A00368,C09421
202512,A00368,C08429
202512,A00369,C08721
202512,A00369,C02837
202512,A00370,C00955
202512,A00370,C08855
202512,A00370,C04192
202512,A00371,C00598
202512,A00372,C06358
202512,A00373,C00310
202512,A00373,C08414
202512,A00374,C07978
202512,A00374,C01301
202512,A00375,C00569
202512,A00376,C09937
202512,A00376,C00844
202512,A00376,C04838
202512,A00377,C08003
202512,A00378,C08884
202512,A00379,C09642
202512,A00379,C00794
202512,A00380,C03201
202512,A00380,C08272
202512,A00381,C02334
202512,A00382,C07457
202512,A00382,C04325
202512,A00382,C06073
202512,A00383,C00641
202512,A00384,C08878
202512,A00385,C08621
202512,A00385,C07485
202512,A00385,C07917
202512,A00386,C04712
202512,A00387,C06307
202512,A00387,C08306
202512,A00388,C06810
202512,A00389,C07032
202512,A00389,C03745
202512,A00390,C01842
202512,A00390,C09400
202512,A00391,C05264
202512,A00391,C01628
202512,A00392,C08832
202512,A00393,C01684
202512,A00394,C07054
202512,A00394,C07171
202512,A00395,C03203
202512,A00396,C04489
202512,A00396,C09973
202512,A00396,C00268
202512,A00397,C06222
202512,A00397,C07556
202512,A00398,C03731
202512,A00399,C00602
202512,A00400,C04317
202512,A00400,C09889
202512,A00400,C00941
202512,A00401,C05802
202512,A00402,C01234
202512,A00402,C00793
202512,A00403,C03835
202512,A00404,C03303
202512,A00405,C08174
202512,A00405,C04190
202512,A00406,C07518
202512,A00406,C08365
202512,A00406,C02797
202512,A00407,C07692
202512,A00407,C05017
202512,A00408,C02876
202512,A00408,C03618
202512,A00409,C02224
202512,A00409,C00072
202512,A00410,C05923
202512,A00411,C06468
202512,A00411,C10000
202512,A00411,C09065
202512,A00412,C04869
202512,A00413,C00585
202512,A00413,C07761
202512,A00414,C08453
202512,A00414,C01018
202512,A00415,C08075
202512,A00415,C05107
202512,A00415,C03465
202512,A00416,C08424
202512,A00417,C06424
202512,A00417,C05380
202512,A00417,C08952
202512,A00418,C00326
202512,A00418,C03267
202512,A00419,C06349
202512,A00420,C08268
202512,A00420,C02721
202512,A00421,C06140
202512,A00422,C08993
202512,A00423,C08811
202512,A00423,C03926
202512,A00424,C00560
202512,A00424,C03456
202512,A00424,C09684
202512,A00425,C09369
202512,A00425,C04443
202512,A00426,C07687
202512,A00426,C07799
202512,A00427,C05195
202512,A00427,C03642
202512,A00428,C04201
202512,A00428,C03064
202512,A00428,C07095
202512,A00429,C08006
202512,A00429,C02175
202512,A00430,C04877
202512,A00430,C07982
202512,A00430,C04039
202512,A00431,C02793
202512,A00431,C06111
202512,A00431,C05372
202512,A00432,C08123
202512,A00433,C07920
202512,A00434,C06749
202512,A00435,C03602
202512,A00435,C02936
202512,A00436,C08385
202512,A00436,C00310
202512,A00436,C05136
202512,A00437,C09349
202512,A00437,C01654
202512,A00438,C09600
202512,A00438,C09848
202512,A00438,C08191
202512,A00439,C03447
202512,A00439,C00051
202512,A00440,C08435
202512,A00440,C05483
202512,A00441,C04969
202512,A00441,C01681
202512,A00442,C05272
202512,A00443,C04331
202512,A00443,C04547
202512,A00444,C06419
202512,A00445,C07898
202512,A00446,C00070
202512,A00446,C08126
202512,A00446,C00203
202512,A00447,C01534
202512,A00448,C08222
202512,A00448,C03089
202512,A00448,C07777
202512,A00449,C04597
202512,A00449,C07537
202512,A00450,C06586
202512,A00450,C09990
202512,A00451,C07096
202512,A00451,C01660
202512,A00452,C04689
202512,A00453,C00637
202512,A00453,C03860
202512,A00454,C09769
202512,A00455,C00004
202512,A00455,C06959
202512,A00456,C05832
202512,A00457,C05388
202512,A00457,C08284
202512,A00457,C04391
202512,A00458,C04296
202512,A00459,C02233
202512,A00460,C09380
202512,A00460,C06235
202512,A00460,C07035
202512,A00461,C02835
202512,A00462,C03391
202512,A00463,C04571
202512,A00463,C04923
202512,A00464,C02910
202512,A00464,C08166
202512,A00464,C07010
202512,A00465,C03815
202512,A00465,C07890
202512,A00466,C01613
202512,A00466,C09528
202512,A00467,C00623
202512,A00467,C07732
202512,A00467,C09271
202512,A00468,C02982
202512,A00469,C09680
202512,A00470,C00104
202512,A00470,C00246
202512,A00470,C00047
202512,A00471,C07415
202512,A00472,C04394
202512,A00472,C05707
202512,A00472,C05805
202512,A00473,C06334
202512,A00473,C04683
202512,A00474,C06503
202512,A00474,C07835
202512,A00475,C07365
202512,A00475,C04913
202512,A00476,C03284
202512,A00477,C01050
202512,A00477,C05370
202512,A00478,C02333
202512,A00478,C08682
202512,A00478,C06120
202512,A00479,C08410
202512,A00479,C00306
202512,A00479,C07601
202512,A00480,C06681
202512,A00480,C00513
202512,A00480,C07584
202512,A00481,C09768
202512,A00482,C04261
202512,A00482,C01152
202512,A00482,C02812
202512,A00483,C08131
202512,A00484,C00901
202512,A00484,C06722
202512,A00485,C07215
202512,A00485,C07308
202512,A00486,C00259
202512,A00486,C00697
202512,A00487,C09653
202512,A00487,C09825
202512,A00488,C09620
202512,A00488,C03414
202512,A00488,C02722
202512,A00489,C09288
202512,A00490,C08081
202512,A00490,C08354
202512,A00490,C00530
202512,A00491,C01740
202512,A00492,C05168
202512,A00492,C00882
202512,A00493,C01474
202512,A00493,C09209
202512,A00494,C03653
202512,A00494,C03085
202512,A00494,C09592
202512,A00495,C03475
202512,A00495,C09325
202512,A00496,C06868
202512,A00497,C02611
202512,A00498,C06160
202512,A00498,C03425
202512,A00498,C04702
202512,A00499,C00491
202512,A00499,C07199
202512,A00500,C01470
202512,A00501,C06242
202512,A00501,C08776
202512,A00502,C04098
202512,A00503,C08671
202512,A00504,C03576
202512,A00505,C08732
202512,A00505,C03143
202512,A00505,C06860
202512,A00506,C08166
202512,A00507,C06746
202512,A00507,C09608
202512,A00507,C09860
202512,A00508,C05257
202512,A00509,C08844
202512,A00509,C09844
202512,A00510,C09401
202512,A00510,C00477
202512,A00511,C06128
202512,A00512,C05583
202512,A00513,C08878
202512,A00514,C06751
202512,A00514,C02397
202512,A00515,C04284
202512,A00515,C01203
202512,A00515,C01160
202512,A00516,C01984
202512,A00516,C08444
202512,A00516,C07358
202512,A00517,C08781
202512,A00517,C05304
202512,A00518,C08660
202512,A00519,C04996
202512,A00519,C08430
202512,A00520,C01303
202512,A00520,C03299
202512,A00521,C01363
202512,A00521,C06246
202512,A00522,C03589
202512,A00522,C05744
202512,A00522,C01493
202512,A00523,C07298
202512,A00523,C04002
202512,A00523,C09688
202512,A00524,C06467
202512,A00524,C03699
202512,A00525,C05101
202512,A00525,C03189
202512,A00526,C09911
202512,A00526,C05240
202512,A00527,C04341
202512,A00528,C02167
202512,A00528,C05794
202512,A00529,C09555
202512,A00530,C05019
202512,A00531,C08411
202512,A00531,C08229
202512,A00532,C00969
202512,A00532,C07675
202512,A00533,C00639
202512,A00533,C01363
202512,A00534,C03774
202512,A00535,C08360
202512,A00535,C06022
202512,A00536,C07158
202512,A00537,C04540
202512,A00538,C00735
202512,A00538,C07949
202512,A00539,C08350
202512,A00540,C05245
202512,A00540,C02798
202512,A00540,C09640
202512,A00541,C05765
202512,A00542,C02976
202512,A00542,C02110
202512,A00543,C07771
202512,A00544,C03640
202512,A00545,C01345
202512,A00545,C09457
202512,A00545,C08308
202512,A00546,C08818
202512,A00547,C01986
202512,A00548,C08024
202512,A00548,C07692
202512,A00549,C01465
202512,A00550,C01755
202512,A00551,C06275
202512,A00552,C07850
202512,A00552,C00857
202512,A00553,C07092
202512,A00554,C01432
202512,A00555,C00044
202512,A00555,C06981
202512,A00555,C03532
202512,A00556,C08018
202512,A00556,C01781
202512,A00557,C06142
202512,A00558,C05399
202512,A00559,C09775
202512,A00559,C01824
202512,A00560,C05985
202512,A00560,C04340
202512,A00561,C03444
202512,A00561,C04096
202512,A00562,C05714
202512,A00562,C08311
202512,A00563,C01837
202512,A00563,C01201
202512,A00563,C03239
202512,A00564,C03748
202512,A00565,C09315
202512,A00566,C04547
202512,A00567,C03911
202512,A00568,C05810
202512,A00569,C00403
202512,A00569,C04332
202512,A00570,C08215
202512,A00570,C06247
202512,A00571,C04931
202512,A00571,C06034
202512,A00572,C04641
202512,A00572,C03393
202512,A00573,C02401
202512,A00574,C07805
202512,A00575,C02748
202512,A00576,C05594
202512,A00577,C08856
202512,A00578,C09943
202512,A00579,C02957
202512,A00580,C07724
202512,A00580,C07501
202512,A00580,C07248
202512,A00581,C00093
202512,A00582,C04493
202512,A00583,C09894
202512,A00583,C02126
202512,A00583,C01951
202512,A00584,C03388
202512,A00584,C05053
202512,A00584,C05134
202512,A00585,C06813
202512,A00586,C00693
202512,A00586,C09322
202512,A00587,C04517
202512,A00587,C05978
202512,A00587,C00605
202512,A00588,C01983
202512,A00588,C01485
202512,A00589,C09640
202512,A00589,C08608
202512,A00590,C07754
202512,A00590,C07966
202512,A00590,C06522
202512,A00591,C07320
202512,A00591,C00588
202512,A00591,C09944
202512,A00592,C05225
202512,A00592,C06794
202512,A00593,C05238
202512,A00594,C03835
202512,A00595,C06700
202512,A00596,C03852
202512,A00597,C00054
202512,A00598,C09789
202512,A00598,C04441
202512,A00599,C06008
202512,A00599,C04776
202512,A00599,C07544
202512,A00600,C08328
202512,A00600,C07967
202512,A00601,C09282
202512,A00601,C09518
202512,A00601,C08454
202512,A00602,C04335
202512,A00602,C01418
202512,A00602,C02264
202512,A00603,C09125
202512,A00603,C05743
202512,A00604,C00028
202512,A00604,C01246
202512,A00605,C05360
202512,A00606,C08074
202512,A00607,C07935
202512,A00608,C08502
202512,A00608,C02094
202512,A00608,C01102
202512,A00609,C08015
202512,A00609,C00924
202512,A00610,C06307
202512,A00610,C04207
202512,A00611,C00718
202512,A00611,C04550
202512,A00611,C09411
202512,A00612,C03000
202512,A00613,C01692
202512,A00613,C07597
202512,A00614,C07394
202512,A00615,C04581
202512,A00615,C03591
202512,A00616,C01200
202512,A00617,C05674
202512,A00618,C06693
202512,A00618,C03594
202512,A00619,C00283
202512,A00619,C05916
202512,A00620,C05104
202512,A00620,C04856
202512,A00621,C04801
202512,A00621,C05949
202512,A00622,C06759
202512,A00622,C00244
202512,A00622,C05366
202512,A00623,C06630
202512,A00623,C03929
202512,A00624,C07059
202512,A00624,C00020
202512,A00625,C05384
202512,A00625,C02281
202512,A00626,C04999
202512,A00626,C01225
202512,A00626,C02879
202512,A00627,C00489
202512,A00627,C01512
202512,A00627,C04685
202512,A00628,C09348
202512,A00629,C00563
202512,A00629,C05487
202512,A00630,C02036
202512,A00630,C02852
202512,A00630,C03364
202512,A00631,C07862
202512,A00631,C07001
202512,A00632,C04248
202512,A00632,C00101
202512,A00633,C01137
202512,A00633,C01989
202512,A00634,C01141
202512,A00634,C08198
202512,A00635,C05077
202512,A00636,C00905
202512,A00636,C04663
202512,A00637,C00493
202512,A00638,C03477
202512,A00639,C03913
202512,A00639,C01802
202512,A00640,C01108
202512,A00641,C01166
202512,A00642,C04528
202512,A00643,C02817
202512,A00643,C01170
202512,A00644,C03512
202512,A00645,C01242
202512,A00645,C09020
202512,A00646,C01721
202512,A00646,C01459
202512,A00647,C01408
202512,A00648,C07046
202512,A00648,C08365
202512,A00649,C02562
202512,A00649,C02167
202512,A00650,C07843
202512,A00650,C01569
202512,A00650,C05150
202512,A00651,C04071
202512,A00651,C02973
202512,A00651,C04493
202512,A00652,C09673
202512,A00653,C00887
202512,A00654,C02953
202512,A00655,C03697
202512,A00655,C02055
202512,A00656,C09098
202512,A00656,C07281
202512,A00656,C06334
202512,A00657,C02204
202512,A00657,C06211
202512,A00657,C02787
202512,A00658,C04800
202512,A00658,C01796
202512,A00659,C09833
202512,A00660,C03711
202512,A00660,C00119
202512,A00660,C07431
202512,A00661,C07304
202512,A00662,C08739
202512,A00663,C02406
202512,A00664,C01691
202512,A00664,C05253
202512,A00664,C08148
202512,A00665,C04120
202512,A00665,C09532
202512,A00665,C03202
202512,A00666,C04741
202512,A00667,C07114
202512,A00667,C04983
202512,A00667,C02733
202512,A00668,C05575
202512,A00669,C00140
202512,A00669,C03148
202512,A00669,C03648
202512,A00670,C04318
202512,A00671,C02606
202512,A00671,C09347
202512,A00672,C07469
202512,A00672,C01166
202512,A00672,C08278
202512,A00673,C06394
202512,A00674,C06251
202512,A00675,C09418
202512,A00676,C08526
202512,A00677,C06525
202512,A00678,C06837
202512,A00678,C08487
202512,A00679,C05817
202512,A00679,C00774
202512,A00680,C02686
202512,A00681,C05210
202512,A00682,C07197
202512,A00683,C00648
202512,A00684,C00317
202512,A00685,C03904
202512,A00686,C09254
202512,A00687,C03715
202512,A00687,C08172
202512,A00687,C05240
202512,A00688,C03177
202512,A00688,C02602
202512,A00689,C02644
202512,A00689,C09816
202512,A00689,C07925
202512,A00690,C09939
202512,A00691,C00342
202512,A00692,C09471
202512,A00692,C05519
202512,A00693,C01047
202512,A00693,C08318
202512,A00694,C07207
202512,A00695,C03491
202512,A00696,C03146
202512,A00696,C05343
202512,A00697,C04801
202512,A00697,C09553
202512,A00698,C01673
202512,A00699,C00470
202512,A00699,C03612
202512,A00700,C09788
202512,A00701,C02091
202512,A00701,C03305
202512,A00701,C07574
202512,A00702,C08646
202512,A00702,C09021
202512,A00702,C09727
202512,A00703,C03895
202512,A00704,C09655
202512,A00705,C07389
202512,A00705,C08416
202512,A00706,C04209
202512,A00707,C04888
202512,A00708,C05045
202512,A00708,C00301
202512,A00709,C01960
202512,A00709,C02530
202512,A00709,C07872
202512,A00710,C01659
202512,A00710,C08072
202512,A00711,C01876
202512,A00711,C03603
202512,A00712,C01933
202512,A00713,C01958
202512,A00713,C06185
202512,A00714,C04357
202512,A00714,C04160
202512,A00714,C06146
202512,A00715,C07711
